SEATS,PASSENGERS,DISTANCE,CARRIER,ORIGIN,DEST,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,MONTH
0.0,0.0,27.0,FX,LNY,MKK,416,2,3
0.0,0.0,27.0,FX,LNY,MKK,416,2,4
0.0,0.0,27.0,FX,LNY,MKK,416,2,5
0.0,0.0,27.0,FX,LNY,MKK,416,2,6
0.0,0.0,27.0,FX,LNY,MKK,416,2,7
0.0,0.0,27.0,FX,LNY,MKK,416,2,8
0.0,0.0,27.0,FX,LNY,MKK,416,2,9
0.0,0.0,27.0,FX,LNY,MKK,416,2,10
0.0,0.0,27.0,FX,LNY,MKK,416,2,11
0.0,0.0,27.0,FX,LNY,MKK,416,2,12
0.0,0.0,27.0,FX,MKK,LNY,416,2,4
0.0,0.0,27.0,FX,MKK,LNY,416,2,8
0.0,0.0,27.0,FX,MKK,LNY,416,2,10
0.0,0.0,28.0,7S,ABL,OBU,412,2,3
0.0,0.0,28.0,7S,ABL,OBU,412,2,5
0.0,0.0,28.0,7S,ABL,OBU,412,2,6
0.0,0.0,28.0,7S,ABL,OBU,412,2,8
0.0,0.0,28.0,7S,ABL,OBU,412,2,11
0.0,0.0,28.0,7S,ABL,OBU,412,2,12
0.0,0.0,28.0,7S,KKH,WTL,412,2,5
0.0,0.0,28.0,7S,KKH,WTL,412,2,7
0.0,0.0,28.0,7S,KKH,WTL,412,2,12
0.0,0.0,28.0,7S,KUK,PKA,412,2,11
0.0,0.0,28.0,7S,OBU,ABL,412,2,2
0.0,0.0,28.0,7S,OBU,ABL,412,2,3
0.0,0.0,28.0,7S,OBU,ABL,412,2,5
0.0,0.0,28.0,7S,OBU,ABL,412,2,7
0.0,0.0,28.0,7S,OBU,ABL,412,2,8
0.0,0.0,28.0,7S,OBU,ABL,412,2,9
0.0,0.0,28.0,7S,OBU,ABL,412,2,10
0.0,0.0,28.0,7S,OBU,ABL,412,2,11
0.0,0.0,28.0,7S,OBU,ABL,412,2,12
0.0,0.0,28.0,7S,WTL,KKH,412,2,1
0.0,0.0,28.0,EM,MVW,FRD,416,2,9
0.0,0.0,28.0,FX,MVW,FRD,416,2,9
0.0,0.0,29.0,5X,OAK,SJC,626,2,9
0.0,0.0,29.0,5X,OAK,SJC,626,2,10
0.0,0.0,29.0,5X,OAK,SJC,691,2,9
0.0,0.0,29.0,5X,OAK,SJC,691,2,10
0.0,0.0,29.0,5X,OAK,SJC,691,2,11
0.0,0.0,29.0,7S,AKI,WNA,412,2,10
0.0,0.0,29.0,7S,AKI,WNA,412,2,11
0.0,0.0,29.0,7S,ATT,KWT,412,2,5
0.0,0.0,29.0,7S,HPB,SCM,412,2,1
0.0,0.0,29.0,7S,HPB,SCM,412,2,7
0.0,0.0,29.0,7S,IAN,WLK,412,2,9
0.0,0.0,29.0,7S,IAN,WLK,412,2,12
0.0,0.0,29.0,7S,SCM,HPB,412,2,2
0.0,0.0,29.0,7S,SCM,HPB,412,2,11
0.0,0.0,29.0,7S,TYE,JZE,412,2,10
0.0,0.0,29.0,7S,WLK,IAN,412,2,2
0.0,0.0,29.0,7S,WLK,IAN,412,2,3
0.0,0.0,29.0,7S,WLK,IAN,412,2,4
0.0,0.0,29.0,7S,WLK,IAN,412,2,6
0.0,0.0,29.0,7S,WLK,IAN,412,2,7
0.0,0.0,29.0,7S,WLK,IAN,412,2,8
0.0,0.0,29.0,7S,WLK,IAN,412,2,10
0.0,0.0,29.0,7S,WLK,IAN,412,2,12
0.0,0.0,29.0,EM,BLI,FRD,416,2,1
0.0,0.0,29.0,EM,BLI,FRD,416,2,8
0.0,0.0,29.0,EM,FRD,BLI,416,2,5
0.0,0.0,29.0,EM,FRD,BLI,416,2,10
0.0,0.0,29.0,EM,FRD,BLI,416,2,12
0.0,0.0,29.0,FX,BLI,FRD,416,2,1
0.0,0.0,29.0,FX,BLI,FRD,416,2,8
0.0,0.0,29.0,FX,FRD,BLI,416,2,5
0.0,0.0,29.0,FX,FRD,BLI,416,2,10
0.0,0.0,29.0,FX,FRD,BLI,416,2,12
0.0,0.0,29.0,FX,OAK,SJC,626,2,11
0.0,0.0,29.0,FX,OAK,SJC,740,2,6
0.0,0.0,29.0,FX,SJC,OAK,691,2,3
0.0,0.0,30.0,5X,ONT,SNA,622,2,1
0.0,0.0,30.0,5X,ONT,SNA,622,2,3
0.0,0.0,30.0,5X,ONT,SNA,622,2,4
0.0,0.0,30.0,5X,ONT,SNA,622,2,5
0.0,0.0,30.0,5X,ONT,SNA,622,2,7
0.0,0.0,30.0,5X,ONT,SNA,622,2,8
0.0,0.0,30.0,5X,ONT,SNA,622,2,9
0.0,0.0,30.0,5X,ONT,SNA,622,2,10
0.0,0.0,30.0,5X,ONT,SNA,622,2,11
0.0,0.0,30.0,5X,ONT,SNA,691,2,4
0.0,0.0,30.0,9K,MVY,ACK,125,1,2
0.0,0.0,30.0,DL,HPN,JFK,622,1,2
0.0,0.0,30.0,FX,ACK,MVY,416,2,1
0.0,0.0,30.0,FX,ACK,MVY,416,2,2
0.0,0.0,30.0,FX,ACK,MVY,416,2,7
0.0,0.0,30.0,FX,ACK,MVY,416,2,8
0.0,0.0,30.0,FX,ACK,MVY,416,2,11
0.0,0.0,30.0,FX,MVY,ACK,416,2,2
0.0,0.0,30.0,FX,MVY,ACK,416,2,7
0.0,0.0,30.0,FX,PRB,SBP,416,2,4
0.0,0.0,30.0,FX,PRB,SBP,416,2,8
0.0,0.0,30.0,FX,PRB,SBP,416,2,9
0.0,0.0,30.0,FX,PRB,SBP,416,2,10
0.0,0.0,30.0,FX,PRB,SBP,416,2,12
0.0,0.0,30.0,FX,SQA,SMX,416,2,9
0.0,0.0,30.0,FX,SQA,SMX,416,2,12
0.0,0.0,30.0,GFQ,PTK,YIP,715,2,9
0.0,0.0,30.0,GFQ,PTK,YIP,715,2,12
0.0,0.0,30.0,GFQ,YIP,PTK,629,2,4
0.0,0.0,30.0,GFQ,YIP,PTK,715,2,10
0.0,0.0,31.0,5Y,TPA,LAL,626,2,7
0.0,0.0,31.0,7S,PQS,MLL,412,2,8
0.0,0.0,31.0,9K,ACK,HYA,125,2,1
0.0,0.0,31.0,9K,ACK,HYA,125,2,2
0.0,0.0,31.0,9K,ACK,HYA,125,2,3
0.0,0.0,31.0,9K,ACK,HYA,125,2,4
0.0,0.0,31.0,9K,ACK,HYA,125,2,5
0.0,0.0,31.0,9K,ACK,HYA,125,2,6
0.0,0.0,31.0,9K,ACK,HYA,125,2,7
0.0,0.0,31.0,9K,ACK,HYA,125,2,8
0.0,0.0,31.0,9K,ACK,HYA,125,2,9
0.0,0.0,31.0,9K,ACK,HYA,125,2,10
0.0,0.0,31.0,9K,ACK,HYA,125,2,11
0.0,0.0,31.0,9K,ACK,HYA,125,2,12
0.0,0.0,31.0,9K,HYA,ACK,125,2,1
0.0,0.0,31.0,9K,HYA,ACK,125,2,2
0.0,0.0,31.0,9K,HYA,ACK,125,2,3
0.0,0.0,31.0,9K,HYA,ACK,125,2,4
0.0,0.0,31.0,9K,HYA,ACK,125,2,5
0.0,0.0,31.0,9K,HYA,ACK,125,2,6
0.0,0.0,31.0,9K,HYA,ACK,125,2,7
0.0,0.0,31.0,9K,HYA,ACK,125,2,8
0.0,0.0,31.0,9K,HYA,ACK,125,2,9
0.0,0.0,31.0,9K,HYA,ACK,125,2,10
0.0,0.0,31.0,9K,HYA,ACK,125,2,11
0.0,0.0,31.0,9K,HYA,ACK,125,2,12
0.0,0.0,31.0,KO,PSG,WRG,405,2,1
0.0,0.0,31.0,KO,PSG,WRG,405,2,3
0.0,0.0,31.0,KO,PSG,WRG,405,2,4
0.0,0.0,31.0,KO,PSG,WRG,405,2,5
0.0,0.0,31.0,KO,PSG,WRG,405,2,7
0.0,0.0,31.0,KO,PSG,WRG,405,2,8
0.0,0.0,31.0,KO,PSG,WRG,405,2,9
0.0,0.0,31.0,KO,PSG,WRG,405,2,10
0.0,0.0,31.0,KO,PSG,WRG,405,2,12
0.0,0.0,31.0,KO,WRG,PSG,405,2,1
0.0,0.0,31.0,KO,WRG,PSG,405,2,2
0.0,0.0,31.0,KO,WRG,PSG,405,2,3
0.0,0.0,31.0,KO,WRG,PSG,405,2,4
0.0,0.0,31.0,KO,WRG,PSG,405,2,5
0.0,0.0,31.0,KO,WRG,PSG,405,2,6
0.0,0.0,31.0,KO,WRG,PSG,405,2,7
0.0,0.0,31.0,KO,WRG,PSG,405,2,8
0.0,0.0,31.0,KO,WRG,PSG,405,2,9
0.0,0.0,31.0,KO,WRG,PSG,405,2,10
0.0,0.0,31.0,KO,WRG,PSG,405,2,11
0.0,0.0,31.0,KO,WRG,PSG,405,2,12
0.0,0.0,31.0,SY,TPA,LAL,614,2,9
0.0,0.0,31.0,SY,TPA,LAL,614,2,10
0.0,0.0,31.0,YX,HYA,ACK,673,1,8
0.0,0.0,32.0,5V,LGB,CNO,655,2,2
0.0,0.0,32.0,7S,KWN,EEK,412,2,1
0.0,0.0,32.0,7S,KWN,EEK,412,2,2
0.0,0.0,32.0,7S,KWN,EEK,412,2,6
0.0,0.0,32.0,7S,KWN,EEK,412,2,7
0.0,0.0,32.0,7S,KWN,EEK,412,2,8
0.0,0.0,32.0,7S,KWN,EEK,412,2,10
0.0,0.0,32.0,7S,KWN,EEK,412,2,11
0.0,0.0,32.0,7S,KWN,EEK,412,2,12
0.0,0.0,32.0,7S,ORV,WLK,412,2,5
0.0,0.0,32.0,7S,ORV,WLK,412,2,6
0.0,0.0,32.0,7S,ORV,WLK,412,2,11
0.0,0.0,32.0,7S,WLK,ORV,412,2,3
0.0,0.0,32.0,7S,WLK,ORV,412,2,5
0.0,0.0,32.0,7S,WLK,ORV,412,2,6
0.0,0.0,32.0,7S,WLK,ORV,412,2,7
0.0,0.0,32.0,7S,WLK,ORV,412,2,8
0.0,0.0,32.0,7S,WLK,ORV,412,2,9
0.0,0.0,32.0,7S,WLK,ORV,412,2,10
0.0,0.0,32.0,7S,WLK,ORV,412,2,11
0.0,0.0,32.0,AMQ,SEA,PAE,635,2,4
0.0,0.0,33.0,7S,WTK,RDB,412,2,8
0.0,0.0,33.0,7S,WTL,WNA,412,2,6
0.0,0.0,34.0,5V,NUL,GAL,421,2,8
0.0,0.0,34.0,7S,CKD,SLQ,412,2,4
0.0,0.0,34.0,7S,CKD,SLQ,412,2,12
0.0,0.0,34.0,7S,ELI,WMO,412,2,1
0.0,0.0,34.0,7S,ELI,WMO,412,2,4
0.0,0.0,34.0,7S,ELI,WMO,412,2,5
0.0,0.0,34.0,7S,ELI,WMO,412,2,6
0.0,0.0,34.0,7S,ELI,WMO,412,2,9
0.0,0.0,34.0,7S,ELI,WMO,412,2,12
0.0,0.0,34.0,7S,WMO,ELI,412,2,1
0.0,0.0,34.0,7S,WMO,ELI,412,2,2
0.0,0.0,34.0,7S,WMO,ELI,412,2,3
0.0,0.0,34.0,7S,WMO,ELI,412,2,4
0.0,0.0,34.0,7S,WMO,ELI,412,2,5
0.0,0.0,34.0,7S,WMO,ELI,412,2,6
0.0,0.0,34.0,7S,WMO,ELI,412,2,9
0.0,0.0,34.0,7S,WMO,ELI,412,2,11
0.0,0.0,34.0,7S,WMO,ELI,412,2,12
0.0,0.0,34.0,8V,GAL,NUL,35,1,2
0.0,0.0,34.0,8V,NUL,GAL,35,1,1
0.0,0.0,34.0,L2,AA8,SCC,556,2,5
0.0,0.0,34.0,L2,SCC,AA8,556,2,5
0.0,0.0,35.0,7S,BVU,ANC,412,2,1
0.0,0.0,35.0,7S,EMK,KOT,412,2,1
0.0,0.0,35.0,7S,EMK,KOT,412,2,2
0.0,0.0,35.0,7S,EMK,KOT,412,2,3
0.0,0.0,35.0,7S,EMK,KOT,412,2,4
0.0,0.0,35.0,7S,EMK,KOT,412,2,5
0.0,0.0,35.0,7S,EMK,KOT,412,2,6
0.0,0.0,35.0,7S,EMK,KOT,412,2,7
0.0,0.0,35.0,7S,EMK,KOT,412,2,8
0.0,0.0,35.0,7S,EMK,KOT,412,2,9
0.0,0.0,35.0,7S,EMK,KOT,412,2,10
0.0,0.0,35.0,7S,EMK,KOT,412,2,11
0.0,0.0,35.0,7S,EMK,KOT,412,2,12
0.0,0.0,35.0,7S,KOT,EMK,412,2,1
0.0,0.0,35.0,7S,KOT,EMK,412,2,2
0.0,0.0,35.0,7S,KOT,EMK,412,2,3
0.0,0.0,35.0,7S,KOT,EMK,412,2,4
0.0,0.0,35.0,7S,KOT,EMK,412,2,6
0.0,0.0,35.0,7S,KOT,EMK,412,2,7
0.0,0.0,35.0,7S,KOT,EMK,412,2,8
0.0,0.0,35.0,7S,KOT,EMK,412,2,9
0.0,0.0,35.0,7S,KOT,EMK,412,2,10
0.0,0.0,35.0,7S,KOT,EMK,412,2,11
0.0,0.0,35.0,7S,KOT,EMK,412,2,12
0.0,0.0,35.0,EM,FRD,CLM,416,2,1
0.0,0.0,35.0,FX,FRD,CLM,416,2,1
0.0,0.0,35.0,KO,VZY,AKN,405,2,6
0.0,0.0,36.0,5X,LAX,SNA,622,2,7
0.0,0.0,36.0,5X,LAX,SNA,622,2,8
0.0,0.0,36.0,5X,LAX,SNA,622,2,9
0.0,0.0,36.0,5X,ONT,LGB,622,2,9
0.0,0.0,36.0,5X,ONT,LGB,626,2,4
0.0,0.0,36.0,5X,ONT,LGB,626,2,6
0.0,0.0,36.0,5X,ONT,LGB,626,2,7
0.0,0.0,36.0,5X,ONT,LGB,626,2,10
0.0,0.0,36.0,5X,ORD,GYY,622,2,3
0.0,0.0,36.0,5X,ORD,GYY,622,2,4
0.0,0.0,36.0,5X,ORD,GYY,622,2,5
0.0,0.0,36.0,5X,ORD,GYY,691,2,3
0.0,0.0,36.0,5X,ORD,GYY,691,2,4
0.0,0.0,36.0,5X,ORD,GYY,691,2,5
0.0,0.0,36.0,5X,ORD,GYY,691,2,6
0.0,0.0,36.0,5X,ORD,GYY,691,2,7
0.0,0.0,36.0,5X,ORD,GYY,691,2,8
0.0,0.0,36.0,5X,ORD,GYY,691,2,9
0.0,0.0,36.0,5X,ORD,GYY,691,2,10
0.0,0.0,36.0,5X,ORD,GYY,691,2,11
0.0,0.0,36.0,7S,ELI,SKK,412,2,11
0.0,0.0,36.0,7S,KLG,RSH,412,2,9
0.0,0.0,36.0,7S,KLG,RSH,412,2,10
0.0,0.0,36.0,7S,SKK,UNK,412,2,1
0.0,0.0,36.0,7S,SKK,UNK,412,2,2
0.0,0.0,36.0,7S,SKK,UNK,412,2,3
0.0,0.0,36.0,7S,SKK,UNK,412,2,4
0.0,0.0,36.0,7S,SKK,UNK,412,2,5
0.0,0.0,36.0,7S,SKK,UNK,412,2,6
0.0,0.0,36.0,7S,SKK,UNK,412,2,7
0.0,0.0,36.0,7S,SKK,UNK,412,2,8
0.0,0.0,36.0,7S,SKK,UNK,412,2,9
0.0,0.0,36.0,7S,SKK,UNK,412,2,11
0.0,0.0,36.0,7S,SKK,UNK,412,2,12
0.0,0.0,36.0,7S,UNK,SKK,412,2,1
0.0,0.0,36.0,7S,UNK,SKK,412,2,2
0.0,0.0,36.0,7S,UNK,SKK,412,2,3
0.0,0.0,36.0,7S,UNK,SKK,412,2,4
0.0,0.0,36.0,7S,UNK,SKK,412,2,5
0.0,0.0,36.0,7S,UNK,SKK,412,2,6
0.0,0.0,36.0,7S,UNK,SKK,412,2,7
0.0,0.0,36.0,7S,UNK,SKK,412,2,8
0.0,0.0,36.0,7S,UNK,SKK,412,2,9
0.0,0.0,36.0,7S,UNK,SKK,412,2,10
0.0,0.0,36.0,7S,UNK,SKK,412,2,11
0.0,0.0,36.0,7S,UNK,SKK,412,2,12
0.0,0.0,36.0,7S,WTL,KUK,412,2,2
0.0,0.0,36.0,7S,WTL,KUK,412,2,10
0.0,0.0,36.0,FX,FAT,VIS,416,2,1
0.0,0.0,36.0,FX,SNA,LAX,691,2,6
0.0,0.0,36.0,M6,LGB,ONT,626,2,2
0.0,0.0,36.0,UA,LAX,SNA,614,1,12
0.0,0.0,37.0,FX,HUT,ICT,416,2,6
0.0,0.0,37.0,FX,HUT,ICT,416,2,9
0.0,0.0,38.0,7S,BET,TLT,412,2,1
0.0,0.0,38.0,7S,BET,TLT,412,2,6
0.0,0.0,38.0,7S,BET,TLT,412,2,7
0.0,0.0,38.0,7S,BET,TLT,412,2,8
0.0,0.0,38.0,7S,BET,TLT,412,2,9
0.0,0.0,38.0,7S,BET,TLT,412,2,10
0.0,0.0,38.0,7S,BET,TLT,412,2,11
0.0,0.0,38.0,7S,BET,TLT,412,2,12
0.0,0.0,38.0,7S,GAM,SVA,412,2,2
0.0,0.0,38.0,7S,GAM,SVA,412,2,5
0.0,0.0,38.0,7S,GAM,SVA,412,2,6
0.0,0.0,38.0,7S,GAM,SVA,412,2,10
0.0,0.0,38.0,7S,GAM,SVA,412,2,12
0.0,0.0,38.0,7S,MYU,TNK,412,2,6
0.0,0.0,38.0,7S,MYU,TNK,412,2,8
0.0,0.0,38.0,7S,SVA,GAM,412,2,3
0.0,0.0,38.0,7S,SVA,GAM,412,2,4
0.0,0.0,38.0,7S,SVA,GAM,412,2,9
0.0,0.0,38.0,7S,SVA,GAM,412,2,12
0.0,0.0,38.0,7S,TLT,BET,412,2,1
0.0,0.0,38.0,7S,TLT,BET,412,2,5
0.0,0.0,38.0,7S,TLT,BET,412,2,6
0.0,0.0,38.0,7S,TLT,BET,412,2,8
0.0,0.0,38.0,7S,TLT,BET,412,2,9
0.0,0.0,38.0,7S,TLT,BET,412,2,10
0.0,0.0,38.0,7S,TLT,BET,412,2,11
0.0,0.0,38.0,7S,TNK,MYU,412,2,5
0.0,0.0,38.0,EM,CVO,ONP,416,2,8
0.0,0.0,38.0,EM,ONP,CVO,416,2,1
0.0,0.0,38.0,EM,ONP,CVO,416,2,2
0.0,0.0,38.0,EM,ONP,CVO,416,2,3
0.0,0.0,38.0,EM,ONP,CVO,416,2,4
0.0,0.0,38.0,EM,ONP,CVO,416,2,5
0.0,0.0,38.0,EM,ONP,CVO,416,2,6
0.0,0.0,38.0,EM,ONP,CVO,416,2,7
0.0,0.0,38.0,EM,ONP,CVO,416,2,8
0.0,0.0,38.0,EM,ONP,CVO,416,2,9
0.0,0.0,38.0,EM,ONP,CVO,416,2,10
0.0,0.0,38.0,EM,ONP,CVO,416,2,11
0.0,0.0,38.0,EM,ONP,CVO,416,2,12
0.0,0.0,38.0,FX,CVO,ONP,416,2,8
0.0,0.0,38.0,FX,ONP,CVO,416,2,1
0.0,0.0,38.0,FX,ONP,CVO,416,2,2
0.0,0.0,38.0,FX,ONP,CVO,416,2,3
0.0,0.0,38.0,FX,ONP,CVO,416,2,4
0.0,0.0,38.0,FX,ONP,CVO,416,2,5
0.0,0.0,38.0,FX,ONP,CVO,416,2,6
0.0,0.0,38.0,FX,ONP,CVO,416,2,7
0.0,0.0,38.0,FX,ONP,CVO,416,2,8
0.0,0.0,38.0,FX,ONP,CVO,416,2,9
0.0,0.0,38.0,FX,ONP,CVO,416,2,10
0.0,0.0,38.0,FX,ONP,CVO,416,2,11
0.0,0.0,38.0,FX,ONP,CVO,416,2,12
0.0,0.0,39.0,7S,ANC,TYE,412,2,3
0.0,0.0,39.0,7S,ANC,TYE,412,2,7
0.0,0.0,39.0,7S,ANC,TYE,412,2,10
0.0,0.0,39.0,7S,ANC,TYE,412,2,10
0.0,0.0,39.0,7S,ANC,TYE,412,2,12
0.0,0.0,39.0,7S,ANC,TYE,412,2,12
0.0,0.0,39.0,7S,KKA,SKK,412,2,5
0.0,0.0,39.0,7S,KKA,SKK,412,2,6
0.0,0.0,39.0,7S,KKA,SKK,412,2,12
0.0,0.0,39.0,7S,KKH,KWN,412,2,6
0.0,0.0,39.0,7S,KWN,KKH,412,2,3
0.0,0.0,39.0,7S,SKK,KKA,412,2,4
0.0,0.0,39.0,7S,SKK,KKA,412,2,5
0.0,0.0,39.0,7S,SKK,KKA,412,2,6
0.0,0.0,39.0,7S,SKK,KKA,412,2,9
0.0,0.0,39.0,7S,SKK,KKA,412,2,10
0.0,0.0,39.0,7S,SKK,KKA,412,2,11
0.0,0.0,39.0,7S,SKK,KKA,412,2,12
0.0,0.0,39.0,7S,TYE,ANC,412,2,7
0.0,0.0,39.0,7S,TYE,ANC,412,2,10
0.0,0.0,39.0,7S,TYE,ANC,412,2,12
0.0,0.0,39.0,7S,TYE,ANC,412,2,12
0.0,0.0,39.0,F4,SJU,VQS,131,1,1
0.0,0.0,39.0,F4,SJU,VQS,131,1,3
0.0,0.0,39.0,F4,SJU,VQS,131,2,2
0.0,0.0,39.0,F4,SJU,VQS,201,1,1
0.0,0.0,39.0,F4,SJU,VQS,201,1,3
0.0,0.0,39.0,F4,SJU,VQS,201,2,2
0.0,0.0,39.0,F4,VQS,SJU,131,1,3
0.0,0.0,39.0,F4,VQS,SJU,131,2,2
0.0,0.0,39.0,FX,DRO,FMN,416,2,1
0.0,0.0,39.0,FX,DRO,FMN,416,2,10
0.0,0.0,39.0,FX,FMN,DRO,416,2,1
0.0,0.0,39.0,FX,FMN,DRO,416,2,2
0.0,0.0,39.0,FX,FMN,DRO,416,2,3
0.0,0.0,39.0,FX,FMN,DRO,416,2,4
0.0,0.0,39.0,FX,FMN,DRO,416,2,5
0.0,0.0,39.0,FX,FMN,DRO,416,2,6
0.0,0.0,39.0,FX,FMN,DRO,416,2,7
0.0,0.0,39.0,FX,FMN,DRO,416,2,8
0.0,0.0,39.0,FX,FMN,DRO,416,2,9
0.0,0.0,39.0,FX,FMN,DRO,416,2,10
0.0,0.0,39.0,FX,FMN,DRO,416,2,11
0.0,0.0,39.0,FX,FMN,DRO,416,2,12
0.0,0.0,39.0,FX,GLR,PLN,416,2,2
0.0,0.0,39.0,FX,GLR,PLN,416,2,5
0.0,0.0,39.0,GFQ,OPF,TNT,430,2,5
0.0,0.0,39.0,GFQ,TNT,OPF,430,2,5
0.0,0.0,39.0,N8,1FL,MCO,819,2,8
0.0,0.0,39.0,VI,SJU,VQS,131,1,2
0.0,0.0,39.0,VI,VQS,SJU,131,1,2
0.0,0.0,40.0,7S,BET,EEK,412,2,1
0.0,0.0,40.0,7S,BET,EEK,412,2,3
0.0,0.0,40.0,7S,BET,EEK,412,2,5
0.0,0.0,40.0,7S,BET,EEK,412,2,6
0.0,0.0,40.0,7S,BET,EEK,412,2,9
0.0,0.0,40.0,7S,BET,EEK,412,2,10
0.0,0.0,40.0,7S,BET,EEK,412,2,10
0.0,0.0,40.0,7S,BET,EEK,412,2,11
0.0,0.0,40.0,7S,EEK,BET,412,2,1
0.0,0.0,40.0,7S,EEK,BET,412,2,2
0.0,0.0,40.0,7S,EEK,BET,412,2,3
0.0,0.0,40.0,7S,EEK,BET,412,2,5
0.0,0.0,40.0,7S,EEK,BET,412,2,6
0.0,0.0,40.0,7S,EEK,BET,412,2,7
0.0,0.0,40.0,7S,EEK,BET,412,2,8
0.0,0.0,40.0,7S,EEK,BET,412,2,9
0.0,0.0,40.0,7S,EEK,BET,412,2,10
0.0,0.0,40.0,7S,EEK,BET,412,2,11
0.0,0.0,40.0,7S,EEK,BET,412,2,12
0.0,0.0,40.0,7S,KKH,KPN,412,2,9
0.0,0.0,40.0,8C,SUU,MCC,626,2,3
0.0,0.0,40.0,FX,EAR,GRI,416,2,12
0.0,0.0,40.0,FX,GRI,EAR,416,2,6
0.0,0.0,40.0,KD,MCC,SUU,740,2,8
0.0,0.0,40.0,KD,SUU,MCC,740,2,8
0.0,0.0,40.0,KD,SUU,MCC,740,2,10
0.0,0.0,40.0,KD,SUU,MCC,740,2,11
0.0,0.0,41.0,5V,ENN,FAI,218,2,6
0.0,0.0,41.0,7S,BET,WTL,412,2,1
0.0,0.0,41.0,7S,BET,WTL,412,2,2
0.0,0.0,41.0,7S,BET,WTL,412,2,3
0.0,0.0,41.0,7S,BET,WTL,412,2,4
0.0,0.0,41.0,7S,BET,WTL,412,2,5
0.0,0.0,41.0,7S,BET,WTL,412,2,6
0.0,0.0,41.0,7S,BET,WTL,412,2,7
0.0,0.0,41.0,7S,BET,WTL,412,2,8
0.0,0.0,41.0,7S,BET,WTL,412,2,9
0.0,0.0,41.0,7S,BET,WTL,412,2,10
0.0,0.0,41.0,7S,BET,WTL,412,2,11
0.0,0.0,41.0,7S,BET,WTL,412,2,12
0.0,0.0,41.0,7S,WTL,BET,412,2,1
0.0,0.0,41.0,7S,WTL,BET,412,2,2
0.0,0.0,41.0,7S,WTL,BET,412,2,3
0.0,0.0,41.0,7S,WTL,BET,412,2,4
0.0,0.0,41.0,7S,WTL,BET,412,2,5
0.0,0.0,41.0,7S,WTL,BET,412,2,6
0.0,0.0,41.0,7S,WTL,BET,412,2,7
0.0,0.0,41.0,7S,WTL,BET,412,2,8
0.0,0.0,41.0,7S,WTL,BET,412,2,9
0.0,0.0,41.0,7S,WTL,BET,412,2,10
0.0,0.0,41.0,7S,WTL,BET,412,2,11
0.0,0.0,41.0,7S,WTL,BET,412,2,12
0.0,0.0,42.0,5X,FLL,PBI,622,2,1
0.0,0.0,42.0,5X,FLL,PBI,622,2,3
0.0,0.0,42.0,5X,FLL,PBI,691,2,7
0.0,0.0,42.0,7S,ANC,PAQ,412,2,6
0.0,0.0,42.0,7S,MYU,OOK,412,2,2
0.0,0.0,42.0,7S,MYU,OOK,412,2,4
0.0,0.0,42.0,7S,MYU,OOK,412,2,5
0.0,0.0,42.0,7S,MYU,OOK,412,2,6
0.0,0.0,42.0,7S,MYU,OOK,412,2,12
0.0,0.0,42.0,7S,OOK,MYU,412,2,7
0.0,0.0,42.0,7S,PAQ,ANC,412,2,6
0.0,0.0,42.0,7S,PAQ,ANC,459,2,12
0.0,0.0,42.0,FX,PAQ,ANC,110,2,12
0.0,0.0,43.0,5V,FYU,VEE,421,2,5
0.0,0.0,43.0,5V,GAL,RBY,416,3,9
0.0,0.0,43.0,5V,RBY,GAL,218,2,12
0.0,0.0,43.0,7S,ANI,HCR,412,2,2
0.0,0.0,43.0,7S,ANI,HCR,412,2,4
0.0,0.0,43.0,7S,ANI,HCR,412,2,6
0.0,0.0,43.0,7S,ANI,HCR,412,2,7
0.0,0.0,43.0,7S,ANI,HCR,412,2,8
0.0,0.0,43.0,7S,ANI,HCR,412,2,11
0.0,0.0,43.0,7S,ANI,HCR,412,2,12
0.0,0.0,43.0,7S,HCR,ANI,412,2,2
0.0,0.0,43.0,7S,HCR,ANI,412,2,6
0.0,0.0,43.0,7S,HCR,ANI,412,2,8
0.0,0.0,43.0,7S,HCR,ANI,412,2,12
0.0,0.0,43.0,7S,KVL,WTK,412,2,1
0.0,0.0,43.0,7S,KVL,WTK,412,2,3
0.0,0.0,43.0,7S,KVL,WTK,412,2,4
0.0,0.0,43.0,7S,KVL,WTK,412,2,5
0.0,0.0,43.0,7S,KVL,WTK,412,2,8
0.0,0.0,43.0,7S,KVL,WTK,412,2,9
0.0,0.0,43.0,7S,KVL,WTK,412,2,10
0.0,0.0,43.0,7S,KVL,WTK,412,2,11
0.0,0.0,43.0,7S,KVL,WTK,412,2,12
0.0,0.0,43.0,7S,ORV,OTZ,412,2,1
0.0,0.0,43.0,7S,ORV,OTZ,412,2,2
0.0,0.0,43.0,7S,ORV,OTZ,412,2,3
0.0,0.0,43.0,7S,ORV,OTZ,412,2,4
0.0,0.0,43.0,7S,ORV,OTZ,412,2,5
0.0,0.0,43.0,7S,ORV,OTZ,412,2,6
0.0,0.0,43.0,7S,ORV,OTZ,412,2,7
0.0,0.0,43.0,7S,ORV,OTZ,412,2,8
0.0,0.0,43.0,7S,ORV,OTZ,412,2,9
0.0,0.0,43.0,7S,ORV,OTZ,412,2,10
0.0,0.0,43.0,7S,ORV,OTZ,412,2,11
0.0,0.0,43.0,7S,ORV,OTZ,412,2,12
